"","Land_Square_foot","Total_living_area","Special_features","Rail_distance","Ocean_distance","Water_distance","Centralbusiness_distance","Sub_center_distance","Highway_distance","Age","Avno60plus","Structure_Quality","Month_Sold","Is_new","Coastal_distance","Price"
"1",9.14590851181679,7.46965417293213,0,7.94339226848873,9.45816873097226,5.85392513308592,10.6646741501898,10.538560606001,9.67758394577076,4.21950770517611,0,2.19722457733622,1.6094379124341,0,9.48493720487931,12.9945322786191
"2",9.14590851181679,7.44775128004791,0,8.38025027185988,9.27325883152236,5.8254099627779,10.6806518400635,10.5278605876868,9.80510265061473,4.15888308335967,0,2.30258509299405,1.6094379124341,0,9.30448623786641,12.76283006651
"3",9.14590851181679,7.73061406606374,10.8037911687828,8.39251393137201,9.26625746013454,5.69742900068403,10.6812377957567,10.5275445354445,9.80925928725116,4.12713438504509,0,1.09861228866811,1.6094379124341,0,9.2939643515411,13.5923682566493
"4",9.42955621995241,7.62997570702779,9.2137346050442,8.43076346341785,9.22596762786188,0,10.6873548492028,10.5300728329739,9.82635809721913,4.15888308335967,0,2.30258509299405,1.6094379124341,0,9.22596762786188,13.8034389888752
"5",9.45727857185611,7.42952084278646,9.72208557280156,8.31002140961173,9.29079530236657,5.79179335197891,10.6828284842541,10.5334765921286,9.79280177167837,3.76120011569356,0,2.07944154167984,1.6094379124341,0,9.32048542346616,13.5344743527336
"6",9.20039104112251,7.33432935030054,7.99934295271328,7.7800523251704,9.47408829413233,5.24649761781824,10.6721155125186,10.5499937577649,9.66066411639257,3.73766961828337,0,1.09861228866811,1.6094379124341,0,9.48849469927288,13.353476685668
"7",9.24840657278264,7.46965417293213,10.0483235565816,8.09511077748463,9.36467389222997,0,10.6828055485795,10.5446806941491,9.74503094884373,4.15888308335967,0,1.09861228866811,1.79175946922805,0,9.36467389222997,13.8353141656521
"8",9.23727437321626,7.41697962138115,10.4612158459883,8.04347065560175,9.36897526837349,2.4423470353692,10.6869734848959,10.5505724698194,9.74043318559966,3.09104245335832,0,2.30258509299405,1.6094379124341,0.693147180559945,9.36987084046932,13.6529928049364
"9",9.14590851181679,7.30921236569276,9.36469103180611,7.64146842128874,9.47614486590865,3.96081316959758,10.6801184368233,10.5595297801428,9.65658267360105,4.04305126783455,0,1.38629436111989,1.6094379124341,0,9.48008502654669,12.4292201968364
"10",9.53271368421789,8.03203531439882,10.4510596772691,7.98572258567296,9.38586387426914,2.37024374146786,10.6858147984469,10.5515379898426,9.72841962445348,4.15888308335967,0,2.484906649788,1.79175946922805,0,9.38667739042288,14.0143622363812
"11",9.29182818882245,7.59287028784482,10.2683736921464,8.16422565226583,9.31138860308566,2.57261223020711,10.6923948116808,10.5488379503599,9.77675017111872,4.17438726989564,0,1.09861228866811,1.6094379124341,0,9.31248171164261,13.9639314251511
"12",9.04061909715797,7.49276030092238,0,5.49634821704717,9.63635292797201,6.60610949951297,10.6719393104607,10.5798547330561,9.50558874762535,3.95124371858143,0,2.484906649788,1.09861228866811,0,9.68346412855816,12.4684407561441
